timestamp,user_id,fall_detected,confidence_score,sensor_data
2025-05-29T09:26:56.075248+09:00,raspberry_pi_01,True,0.8096902370452881,"{""acceleration"": {""x"": -0.19248775805054907, ""y"": -0.28544950236517486, ""z"": 1.5302420745717267}, ""gyroscope"": {""x"": 0.4405851568279375, ""y"": 0.5592729732932866, ""z"": 0.5589961659605993}}"
2025-05-29T09:26:56.168960+09:00,raspberry_pi_01,True,0.9904768466949463,"{""acceleration"": {""x"": -0.19476108670126868, ""y"": -0.26704304465807605, ""z"": 1.5794604054200019}, ""gyroscope"": {""x"": 0.468113886604439, ""y"": 0.5456764713183697, ""z"": 0.5369128915492635}}"
2025-05-29T09:26:56.261450+09:00,raspberry_pi_01,True,0.9960935115814209,"{""acceleration"": {""x"": -0.14190619557203765, ""y"": -0.276450789708371, ""z"": 1.5381521634580568}, ""gyroscope"": {""x"": 0.45844525956098475, ""y"": 0.5180835702516267, ""z"": 0.4333975427461269}}"
2025-05-29T09:26:56.357212+09:00,raspberry_pi_01,True,0.996092677116394,"{""acceleration"": {""x"": -0.1703228037060328, ""y"": -0.27072433619949576, ""z"": 1.5588062844390294}, ""gyroscope"": {""x"": 0.4114449892108603, ""y"": 0.5390115193698811, ""z"": 0.4998774000885857}}"
2025-05-29T09:26:56.451609+09:00,raspberry_pi_01,True,0.9960793852806091,"{""acceleration"": {""x"": -0.19135109372518933, ""y"": -0.2903578910870678, ""z"": 1.5456228029618126}, ""gyroscope"": {""x"": 0.3792162323993464, ""y"": 0.5666044204366242, ""z"": 0.5185101628731503}}"
2025-05-29T09:26:56.545000+09:00,raspberry_pi_01,True,0.9960799813270569,"{""acceleration"": {""x"": -0.14588452071079705, ""y"": -0.2813591784302639, ""z"": 1.5878099436889055}, ""gyroscope"": {""x"": 0.42191933517460234, ""y"": 0.5506085357602514, ""z"": 0.5155197194632819}}"
2025-05-29T09:26:56.638828+09:00,raspberry_pi_01,True,0.9960710406303406,"{""acceleration"": {""x"": -0.19646608318930836, ""y"": -0.27072433619949576, ""z"": 1.528923726424005}, ""gyroscope"": {""x"": 0.41372785948500923, ""y"": 0.5379451270581229, ""z"": 0.43914839545741224}}"
2025-05-29T09:26:56.733988+09:00,raspberry_pi_01,True,0.9960946440696716,"{""acceleration"": {""x"": -0.1595244926151147, ""y"": -0.28872176151310347, ""z"": 1.540349410370926}, ""gyroscope"": {""x"": 0.4247393513956098, ""y"": 0.5207495510310222, ""z"": 0.49734702489562016}}"
2025-05-29T09:26:56.826646+09:00,raspberry_pi_01,True,0.9960813522338867,"{""acceleration"": {""x"": -0.1885094329117898, ""y"": -0.24781852216399514, ""z"": 1.5570484869087338}, ""gyroscope"": {""x"": 0.43749656763350075, ""y"": 0.5492755453705537, ""z"": 0.4343176791799326}}"
2025-05-29T09:26:56.921921+09:00,raspberry_pi_01,True,0.9961124062538147,"{""acceleration"": {""x"": -0.18566777209839025, ""y"": -0.28504046997168364, ""z"": 1.544304454814091}, ""gyroscope"": {""x"": 0.48261682716962023, ""y"": 0.5372786318632741, ""z"": 0.52334087915063}}"
2025-05-29T09:26:57.015466+09:00,raspberry_pi_01,True,0.9961128234863281,"{""acceleration"": {""x"": -0.1367912061079185, ""y"": -0.25722626721429, ""z"": 1.5495778474049775}, ""gyroscope"": {""x"": 0.41480215137872634, ""y"": 0.5487423492146746, ""z"": 0.43753815669825236}}"
2025-05-29T09:26:57.113847+09:00,raspberry_pi_01,True,0.9960986375808716,"{""acceleration"": {""x"": -0.0737063360504494, ""y"": -0.23145722642435174, ""z"": 1.528923726424005}, ""gyroscope"": {""x"": 0.4533423730658284, ""y"": 0.5330130626162413, ""z"": 0.5056282527998711}}"
2025-05-29T09:26:57.209633+09:00,raspberry_pi_01,True,0.996061384677887,"{""acceleration"": {""x"": -0.1782794539835516, ""y"": -0.2580443320012722, ""z"": 1.5526539930829948}, ""gyroscope"": {""x"": 0.4780510866213224, ""y"": 0.5482091530587955, ""z"": 0.6434186837622685}}"
2025-05-29T09:26:57.304611+09:00,raspberry_pi_01,True,0.9960911273956299,"{""acceleration"": {""x"": -0.1680494750553133, ""y"": -0.28953982630008557, ""z"": 1.54869894863983}, ""gyroscope"": {""x"": 0.44850805954410133, ""y"": 0.5602060665660751, ""z"": 0.5127593101618649}}"
2025-05-29T09:26:57.401370+09:00,raspberry_pi_01,True,0.9961205124855042,"{""acceleration"": {""x"": -0.16122948910315438, ""y"": -0.24004690668766449, ""z"": 1.5684741708556547}, ""gyroscope"": {""x"": 0.48637684879763016, ""y"": 0.5539410117344957, ""z"": 0.5898207364930889}}"
2025-05-29T09:26:57.493528+09:00,raspberry_pi_01,True,0.9960997104644775,"{""acceleration"": {""x"": -0.20044440832806776, ""y"": -0.2253217405219855, ""z"": 1.5421072079012217}, ""gyroscope"": {""x"": 0.42849937302361973, ""y"": 0.5692704012160196, ""z"": 0.4952767179195574}}"
2025-05-29T09:26:57.586067+09:00,raspberry_pi_01,True,0.9961265921592712,"{""acceleration"": {""x"": -0.18339444344767064, ""y"": -0.23595658275275366, ""z"": 1.5245292325982664}, ""gyroscope"": {""x"": 0.4451508973762353, ""y"": 0.5234155318104177, ""z"": 0.4301770652278071}}"
2025-05-29T09:26:57.681477+09:00,raspberry_pi_01,True,0.9961220622062683,"{""acceleration"": {""x"": -0.17657445749551182, ""y"": -0.26745207705156715, ""z"": 1.5508961955526992}, ""gyroscope"": {""x"": 0.4123849946178628, ""y"": 0.5362122395515159, ""z"": 0.47825419389415275}}"
2025-05-29T09:26:57.772880+09:00,raspberry_pi_01,True,0.9961170554161072,"{""acceleration"": {""x"": -0.12542456285432058, ""y"": -0.2249127081284944, ""z"": 1.5390310622232044}, ""gyroscope"": {""x"": 0.43964515142093497, ""y"": 0.5274145029795109, ""z"": 0.49872722954632864}}"
2025-05-29T09:26:57.864100+09:00,raspberry_pi_01,True,0.9961132407188416,"{""acceleration"": {""x"": -0.20896939076826626, ""y"": -0.24986368413145055, ""z"": 1.5777026078897063}, ""gyroscope"": {""x"": 0.41748788111301915, ""y"": 0.5146177952384126, ""z"": 0.45824122645887966}}"
2025-05-29T09:26:57.955365+09:00,raspberry_pi_01,True,0.9961228370666504,"{""acceleration"": {""x"": -0.16634447856727352, ""y"": -0.2564082024273078, ""z"": 1.5456228029618126}, ""gyroscope"": {""x"": 0.4497166379245331, ""y"": 0.530213782797876, ""z"": 0.5221907086083729}}"
2025-05-29T09:26:58.048581+09:00,raspberry_pi_01,True,0.9961304068565369,"{""acceleration"": {""x"": -0.14020119908399797, ""y"": -0.23841077711370018, ""z"": 1.5302420745717267}, ""gyroscope"": {""x"": 0.42661936220961477, ""y"": 0.5467428636301279, ""z"": 0.49734702489562016}}"
2025-05-29T09:26:58.141357+09:00,raspberry_pi_01,True,0.9961280822753906,"{""acceleration"": {""x"": -0.1430428598973975, ""y"": -0.24413723062257542, ""z"": 1.5267264795111357}, ""gyroscope"": {""x"": 0.48154253527590307, ""y"": 0.5495421434484932, ""z"": 0.5739483830099412}}"
