timestamp,user_id,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
2025-05-29T09:26:48.459320+09:00,raspberry_pi_01,-0.6585201314480698,-1.4859595772615055,-0.6916140037218292,-0.07990926567801238,1.2003080516989257,1.1626056665371114
2025-05-29T09:26:48.643174+09:00,raspberry_pi_01,-0.7630932493811717,-1.3882008352171364,-0.786535070357788,0.5601001300039683,0.9776986566194046,-0.10741264622314894
2025-05-29T09:26:48.826564+09:00,raspberry_pi_01,-0.14133786340935783,-1.8115493624804082,-0.8792588900808773,0.7284953843441285,0.8238715656482863,-0.7390863080307337
2025-05-29T09:26:49.009846+09:00,raspberry_pi_01,-0.05779303549541215,-2.1661804476371778,-1.0444918579286575,0.7534726708730518,0.09099344939247345,0.710818677538533
2025-05-29T09:26:49.193265+09:00,raspberry_pi_01,-0.35503075657700134,-1.894991970752589,-0.5795544111654889,0.3571932485781452,-0.29184139052871494,1.322249337802393
2025-05-29T09:26:49.376681+09:00,raspberry_pi_01,-0.7062600331131814,-1.5485415334656412,-0.3246737692726362,0.49309117313336226,0.07353127528743314,0.6560705597270963
2025-05-29T09:26:49.560216+09:00,raspberry_pi_01,-0.5550836778403272,-1.632393174131313,-0.48243609761666045,0.9907568928978231,0.4530336392343774,-0.5493081685583165
2025-05-29T09:26:49.744573+09:00,raspberry_pi_01,-0.32604581628032636,-2.4594566737702848,-0.31676368038630637,0.6159633084772591,0.2893424193794959,0.7345121907090286
2025-05-29T09:26:49.927511+09:00,raspberry_pi_01,-0.4613088709981432,-1.599261550258536,-0.35543522605280814,0.26547557815204514,0.13471553417455906,1.1856090773822527
2025-05-29T09:26:50.111330+09:00,raspberry_pi_01,-0.5522420170269278,-1.4691892491283711,-0.33170495939381844,0.8023529520371813,0.17003977950154897,-0.17435257178251062
2025-05-29T09:26:50.295143+09:00,raspberry_pi_01,-0.4902938112948183,-2.4946334596105175,-0.20250684091709664,0.49241974069978905,0.27947829049573275,0.6894255054525513
2025-05-29T09:26:50.478398+09:00,raspberry_pi_01,-0.5175737551034536,-1.7117454584685836,-0.17701877672781136,0.34631604315425923,0.19043453246392428,1.0439080665761813
2025-05-29T09:26:50.661360+09:00,raspberry_pi_01,-0.5403070416106499,-1.5015028082141666,-0.20382518906481822,0.837267438582988,0.13058326396649605,0.15298596454385244
2025-05-29T09:26:50.844849+09:00,raspberry_pi_01,-0.4965454650842972,-2.445549572391587,0.1530077095851753,0.8768819521638072,0.3370634753306747,0.4198255303474934
